Code,Name,Beta,Sharpe,Treynor,Drawdown,HHI,StdDev
143868,UTI Fixed Term Income Fund Series XXIX-IX (1109 days) - Direct Plan - Growth Option,2.16E-05,1.239028454,2266.632904,-0.013465589,0.002572237,0.002490862
149881,UTI BSE Housing Index Fund - Regular Plan - Growth Option,0.001925906,1.601401494,827.663023,-0.212221484,0.003900493,0.062702969
146043,Nippon India Fixed Horizon Fund XXXX - Series 11 - Growth Option,4.27E-05,0.518257858,633.8993537,-0.038614313,0.001680664,0.003292783
149880,UTI BSE Low Volatility Index Fund - Direct Plan  - Growth Option,0.002944301,1.583746392,527.0534717,-0.209496474,0.003895326,0.061723571
149439,ICICI Prudential Passive Multi-Asset Fund of Funds - Growth,0.001974727,1.150735418,377.4278079,-0.132430505,0.003769637,0.04080048
148797,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Regular Plan - Growth,0.000846583,0.816762012,285.4672188,-0.065379966,0.002850243,0.018639309
146596,Nippon India Fixed Horizon Fund XXXX - Series 17 - Growth Option,0.000141998,0.689332338,256.7388479,-0.040069334,0.001650286,0.00333153
151040,HSBC Infrastructure Fund - Direct Growth,0.01120956,1.281016861,198.0343738,-0.309295028,0.005400032,0.109162636
146044,Nippon India Fixed Horizon Fund XXXX - Series 12 - Direct Plan - Growth Option,0.000121072,0.398205358,171.8807993,-0.039716697,0.001679698,0.003292029
139963,Nippon India Fixed Horizon Fund XXXI- Series 15- Direct Plan-Growth Option,-9.49E-05,-0.937257935,171.1962959,-0.011961759,0.005953455,0.001091777
146595,Nippon India Fixed Horizon Fund XXXX - Series 19 - Direct Plan - Growth Option,0.000222656,0.570928901,135.5908544,-0.041150511,0.001649162,0.00333106
149441,ICICI Prudential Passive Multi-Asset Fund of Funds - Direct Plan - Growth,0.005773266,1.172376207,134.8610215,-0.134856696,0.003773052,0.041835094
148685,PGIM India Retirement Fund - Regular Plan - Growth Option,0.00932623,1.145313744,127.1179372,-0.234155822,0.002824684,0.065206096
151037,HSBC Infrastructure Fund - Regular Growth,0.016613961,1.244273506,127.0479126,-0.302709417,0.005385513,0.106862319
139964,Nippon India Fixed Horizon Fund XXXI- Series 13- Growth Option,-0.000122118,-0.8557726,121.3202251,-0.011932759,0.005953492,0.001090571
144571,UTI Fixed Term Income Fund Series XXIX-XV (1124 days) - Regular Plan - Growth Option,0.000507047,1.338165013,95.52612935,-0.015393535,0.002390504,0.002280133
152039,Kotak BSE Housing Index Fund - Direct Plan - Growth Option,0.017488944,1.286338474,88.01506857,-0.225671642,0.008185434,0.075381553
144574,UTI Fixed Term Income Fund Series XXX-I (1104 days) - Direct Plan - Growth Option,0.000559945,1.243400169,80.33840528,-0.015540619,0.002390016,0.002279067
149085,Canara Robeco Value Fund - Direct Plan - Growth Option,0.016113362,1.015007865,73.07158727,-0.237876802,0.0033638,0.07307436
152090,Motilal Oswal Developed Market Ex US ETFs Fund of Funds Direct Plan Growth,0.017088709,1.571580727,66.59068038,-0.117554846,0.008576914,0.045612695
145339,UTI - Fixed Term Income Fund Series XXX-IV (1125 Days) - Regular Plan - Growth Option,0.000399572,0.475167194,61.55462396,-0.036975386,0.001755128,0.003260684
141049,Kotak FMP Series 202-Direct Plan-Growth Option,-0.000309267,-6.47779441,58.81624481,-0.000588303,0.00980426,0.00017689
149019,PGIM India Small Cap Fund - Direct Plan- Growth Option,0.018807778,0.832168023,52.59963637,-0.241877256,0.003160618,0.074887432
152038,Kotak  BSE Housing Index Fund - Regular Plan - Growth Option,0.029978917,1.265242651,49.7971524,-0.223060489,0.00818178,0.074326957
143598,JM Money Market Fund - Growth,-0.000632368,-16.17982664,46.3026823,-0.00013663,0.005076556,0.000113999
141047,Kotak FMP Series 200-Regular Plan-Growth Option,-0.00032541,-5.237553417,46.2370305,-0.000542212,0.009804303,0.000180964
145334,UTI - Fixed Term Income Fund Series XXX-IX (1266 Days) - Direct Plan - Growth Option,0.000464349,0.404574174,45.08486638,-0.037589864,0.001754627,0.003259693
148634,Axis Innovation Fund - Direct Plan - Growth Option,0.038957362,1.284343549,44.68746098,-0.270655271,0.002691772,0.085387391
144736,UTI Fixed Term Income Fund Series XXX-II (1107 days) - Regular Plan - Growth Option,0.00100914,1.259502446,43.93211244,-0.015699618,0.002313574,0.00221735
143597,JM Money Market Fund (Direct) - Growth,-0.000692916,-14.56291383,39.28504835,-0.000120377,0.005076601,0.00011775
144733,UTI Fixed Term Income Fund Series XXX-III (1106 days) - Direct Plan - Growth Option,0.001057891,1.162005137,38.65447492,-0.015857304,0.002313084,0.00221683
149715,Sundaram Balanced Advantage Fund (Formerly Known as Principal Balanced Advantage Fund) - Growth Option,0.012613096,0.710908318,37.33789831,-0.145714858,0.00354396,0.041730894
152091,Motilal Oswal Developed Market Ex US ETFs Fund of Funds Regular Plan Growth,0.030299486,1.565167434,36.79579559,-0.115233258,0.00857572,0.044871685
141850,UTI FTIF Series XXVII-IX (1160 Days) - Direct Plan - Growth Option,-0.001015345,-1.140832572,31.09681988,-0.025148098,0.004238237,0.001743441
141206,HSBC Fixed Term Series 128 - Direct Plan Growth Option,-0.000517079,-6.476567498,30.00182382,-0.000263307,0.010753035,0.00015089
148657,PGIM India Balanced Advantage Fund - Regular Plan - Growth Option,0.019802186,0.829066258,28.07219914,-0.143880208,0.002722443,0.042237681
142457,Nippon India Fixed Horizon Fund XXXV- Series 9- Growth Option,0.001289854,1.171930264,27.9082782,-0.02458248,0.002051424,0.001934958
142458,Nippon India Fixed Horizon Fund XXXVI- Series 2- Direct Plan-Growth Option,0.001290145,1.172034854,27.90407466,-0.024575346,0.002051424,0.001934931
149329,Nippon India Taiwan Equity Fund- Direct Plan- Growth Option,0.121194536,1.477763732,27.52302241,-0.395315778,0.003939722,0.142191583
109466,UTI F I I F Series II -Quarterly Interval Plan - IV -Direct Plan - Growth Option,-0.001233248,-19.45951666,26.12946296,-0.000119555,0.006666919,0.000104315
141843,UTI FTIF Series XXVI-VIII (1154 Days)- Regular Plan - Growth Option,-0.001099944,-0.992196402,24.97321673,-0.025130899,0.004238345,0.001744002
148695,SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan - Growth,0.049520124,1.113447009,22.32764428,-0.227831192,0.002812117,0.06255396
149449,Samco Flexi Cap Fund - Regular Plan - Growth Option,0.016204759,0.393214839,21.79259486,-0.203222919,0.003727647,0.056574581
149088,Canara Robeco Value Fund - Regular Plan - Growth Option,0.052132287,0.992108881,21.06440801,-0.227210884,0.003342268,0.069726269
141204,HSBC Fixed Term Series 126 - Growth Option,-0.000574648,-4.674769082,20.22836023,-0.000252517,0.010753087,0.00015664
149383,Axis Multicap Fund - Direct Growth,0.075053065,1.115481978,19.75949574,-0.285936689,0.003719124,0.083749353
149328,Nippon India Taiwan Equity fund- Regular Plan- Growth Option,0.186591892,1.469515072,17.95079476,-0.403097884,0.0039267,0.143582707
148962,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Direct Growth,0.064582886,1.072574363,17.49050202,-0.232297831,0.00309636,0.066342532
148683,SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Regular Plan - Growth,0.087994364,1.256476035,16.87389852,-0.267200413,0.002852493,0.074441619
148631,Axis Innovation Fund - Regular Plan - Growth Option,0.10013738,1.262716824,16.71265138,-0.261371841,0.002678335,0.083490169
150595,Mirae Asset Global Electric & Autonomous Vehicles ETFs Fund of Fund- Direct Plan - Growth,0.061088151,0.888202108,16.18796269,-0.254422248,0.004646254,0.070135372
148399,IL&FS Infrastructure Debt Fund Series 2B - Growth - Direct,0.264927132,35.38704815,16.01439606,0,0.061845072,0.007552529
150594,Mirae Asset Global Electric & Autonomous Vehicles ETFs Fund of Fund - Regular Plan - Growth,0.06695586,0.874594157,14.52139109,-0.259229818,0.004646777,0.070030943
150264,BARODA BNP PARIBAS Focused Fund - Direct Plan - Growth Option,0.09490636,1.224630119,14.49651766,-0.229711365,0.003978899,0.07077075
148965,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular Growth,0.082611626,1.055973848,13.21057489,-0.228599208,0.003088825,0.065104267
149020,PGIM India Small Cap Fund - Regular Plan - Growth Option,0.071279815,0.806689035,12.9913897,-0.234363225,0.003145002,0.072312896
149766,Invesco India Flexi Cap Fund - Growth,0.131774598,1.291358075,12.74834934,-0.266771488,0.003920921,0.081948065
149382,Axis Multicap Fund - Regular Plan - Growth,0.110768277,1.094112163,12.74220794,-0.279935275,0.003699489,0.081263958
141751,UTI FTIF Series XXVII-VI (1113 Days) - Direct Plan - Growth Option,-0.001555493,-0.621260204,12.06504935,-0.024450006,0.005292917,0.001902932
138456,PGIM India Emerging Markets Equity Fund - Direct Plan - Growth,0.20840613,1.555821325,11.84900054,-0.482547993,0.002148908,0.099984394
148993,Axis Quant Fund - Direct Plan - Growth,0.108391049,1.194416933,11.81267492,-0.22851153,0.003153358,0.067528243
148945,SBI Nifty Midcap 150 Index Fund - Regular Plan - Growth,0.149784097,1.348900832,11.6776651,-0.311864455,0.003093953,0.081684834
132987,Franklin India Multi - Asset Solution Fund of Funds- Growth Plan,0.014810566,0.166794887,11.58345762,-0.273539565,0.002158038,0.064792819
148726,Nippon India Nifty IT Index Fund - Regular Plan - Growth Option,0.169278327,1.394851452,11.50231512,-0.301824902,0.002942295,0.087934316
150313,UTI Nifty 500 Value 50 Index Fund - Regular Plan - Growth Option,0.065684502,0.661839629,11.43739832,-0.222917466,0.00407837,0.071505117
149450,Samco Flexi Cap Fund - Direct Plan - Growth Option,0.040625485,0.50081379,11.42995716,-0.210801394,0.003737414,0.058407231
149295,Aditya Birla Sun Life Business Cycle Fund-Direct Growth,0.083084598,0.912045987,11.18767131,-0.224502112,0.003566566,0.06420121
148978,Kotak Nifty 50 Index Fund - Direct Plan-Growth,0.071578334,0.855450015,11.03727716,-0.175432144,0.003061254,0.058176638
140602,Nippon India Fixed Horizon Fund XXXII- Series 10- Direct Plan- Growth Option,-0.013097288,-1.829532876,11.02491661,-0.047191873,0.010989565,0.004971829
140600,Nippon India Fixed Horizon Fund XXXII- Series 1- Growth Option,-0.013134605,-1.829332944,10.99088801,-0.047185311,0.010989565,0.004971149
148943,SBI Nifty Next 50 Index Fund - Direct Plan - Growth,0.159849295,1.340075219,10.7616606,-0.309420974,0.003086952,0.080864996
149368,HDFC Multi Cap Fund - Growth Option - Direct Plan,0.147907815,1.189616727,10.70888994,-0.280807687,0.003722302,0.083874172
148698,SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan - Growth,0.129970114,1.222588142,10.69025145,-0.260437747,0.002836703,0.071589771
149700,Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund) - Direct Plan - Growth Option,0.121678136,1.176006327,10.5606152,-0.238953512,0.003660269,0.06883223
145145,UTI - Fixed Term Income Fund Series XXX-V (1135 Days) - Regular Plan - Growth Option,0.002839096,0.888756238,10.31297943,-0.016153962,0.002195382,0.002075302
141757,UTI FTIF Series XXVII-V (1097 Days) - Regular Plan - Growth Option,-0.001629711,-0.553393114,10.26255441,-0.024448147,0.005293007,0.001903847
148723,Nippon India Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,0.187374484,1.381402256,10.16570648,-0.299378224,0.002933129,0.086861552
149763,Invesco India Flexi Cap Fund - Direct Plan - Growth,0.18114549,1.35028628,10.08748659,-0.274598394,0.003943443,0.085248034
149381,Mirae AssetHang Seng TECH ETF Fund of Fund Direct Plan - Growth Option,0.492275211,1.718861884,9.90421585,-0.440523004,0.003811948,0.178684472
150263,BARODA BNP PARIBAS Focused Fund - Regular Plan-Growth Option,0.124632191,1.151261673,9.841053694,-0.220824642,0.003958828,0.067111588
150312,UTI Nifty Midcap 150 Quality 50 Index Fund - Direct Plan - Growth Option,0.073145423,0.631729057,9.675094996,-0.220941478,0.004073673,0.070568563
138453,PGIM India Emerging Markets Equity Fund - Growth,0.253668021,1.52814767,9.657247512,-0.492657508,0.002154438,0.100984214
149380,Mirae Asset Hang Seng TECH ETF Fund of Fund Regular Plan - Growth Option,0.506306704,1.715986411,9.641847328,-0.443122603,0.003812126,0.179208999
143396,IL&FS Infrastructure Debt Fund Series 3A - Growth - Regular,0.335097982,8.206300978,9.482036689,-0.066407946,0.053277124,0.024390782
148974,Kotak Nifty 50 Index Fund - Regular Plan-Growth,0.082316523,0.849051664,9.425838453,-0.173513273,0.003058497,0.057566871
143100,UTI F I I F Series II -Quarterly Interval Plan - VII - Regular Plan - Growth Option,0.002188155,1.602079998,9.137756111,-0.008867317,0.002828785,0.0007862
142326,UTI FTIF Series XXVIII-VI (1190 Days) - Regular Plan - Growth Option,0.000296949,0.110187359,8.98926606,-0.022625469,0.003052225,0.001526069
142565,Nippon India Fixed Horizon Fund XXXVI- Series 3- Growth Option,0.003736946,2.091125297,8.963259378,-0.013628796,0.002273676,0.001009026
145153,UTI - Fixed Term Income Fund Series XXX-VI (1107 Days) - Direct Plan - Growth Option,0.002922412,0.778311905,8.771491822,-0.016346709,0.002194918,0.002074727
149961,Invesco India - Invesco EQQQ Nasdaq-100 ETF Fund of Fund - Direct Plan - Growth,0.223978267,1.201823407,8.750982143,-0.322830329,0.004603298,0.102735786
148883,Canara Robeco Focused Equity Fund - Direct Plan - Growth Option,0.172173804,1.306673643,8.716720439,-0.240244476,0.003037549,0.072352375
149960,Invesco India - Invesco EQQQ Nasdaq-100 ETF Fund of Fund - Regular Plan - Growth,0.228262089,1.189863149,8.465970206,-0.321303088,0.004600043,0.102308858
149166,Axis Value Fund - Direct Plan - Growth,0.183409066,1.201369842,8.357113224,-0.269908386,0.003438175,0.080371133
149697,Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)-Growth Plan,0.145958106,1.150063037,8.314275128,-0.230370573,0.003645284,0.066470768
148623,Mirae Asset Banking and Financial Services Fund Direct Growth,0.129572623,0.96914723,8.277426325,-0.240135453,0.002695362,0.069713766
149366,HDFC Multi Cap Fund - Growth Option,0.183821184,1.163540693,8.157860378,-0.274499332,0.0037034,0.081187652
142563,Nippon India Fixed Horizon Fund XXXVI- Series 5- Direct Plan-Growth Option,0.003806942,1.932544853,8.121691419,-0.013730334,0.002273379,0.001007843
148662,Kotak NASDAQ 100 Fund of Fund - Direct Plan - Growth,0.330482761,1.542945973,7.74611775,-0.329705178,0.002966005,0.104515792
144482,Nippon India Fixed Horizon Fund XXXVIII- Series 10- Growth Option,0.003245337,1.649077102,7.552437349,-0.014166836,0.002203883,0.00093628
148980,BANK OF INDIA Bluechip Fund Direct Plan Growth,0.18037204,1.247551911,7.525544243,-0.242753623,0.003112573,0.068540653
144480,Nippon India Fixed Horizon Fund XXXVIII- Series 11- Direct Plan- Growth Option,0.003251291,1.642643146,7.507206029,-0.014175018,0.002203871,0.000936032
149910,Navi NASDAQ 100 Fund of Fund- Direct- Growth,0.313300025,1.368306034,7.475268323,-0.336331163,0.00413525,0.107821086
149911,Navi NASDAQ 100 Fund of Fund- Regular- Growth,0.313608905,1.360880879,7.404805629,-0.334782682,0.004132646,0.107493367
148661,Kotak NASDAQ 100 Fund of Fund - Regular Plan - Growth,0.344617533,1.535964258,7.376047987,-0.327345758,0.002961532,0.104250878
148992,Axis Quant Fund - Regular Plan - Growth,0.162059648,1.162427007,7.374708687,-0.218818381,0.003135615,0.064767003
143104,UTI Fixed Term Income Fund Series XXIX -I (1134 days) - Direct Plan - Growth Option,0.002272969,1.335464104,7.31516522,-0.009010612,0.002828507,0.000784305
148925,quant Quantamental Fund - Growth Option - Direct Plan,0.297348643,1.55038399,7.203739989,-0.287926419,0.003164994,0.087033098
149283,ICICI Prudential Nifty Smallcap 250 Index Fund - Direct Plan - Growth,0.278325519,1.364109729,7.105765983,-0.338855552,0.003579628,0.091330188
149601,Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)- Direct Plan - Growth Option,0.108397312,0.889486409,7.003513964,-0.193592298,0.003576056,0.053764415
151974,LIC MF Gold ETF Fund of Fund-Direct Plan-Growth,0.16882536,1.031400283,6.806948947,-0.2009057,0.007639004,0.070187967
149296,Aditya Birla Sun Life Business Cycle Fund-Regular-Growth,0.129496878,0.887962861,6.721970902,-0.217473287,0.0035535,0.061753397
148884,Canara Robeco Focused Equity Fund - Regular Plan - Growth Option,0.210110862,1.282001302,6.717984521,-0.232258065,0.003019399,0.069358352
149167,Axis Value Fund - Regular Plan - Growth,0.215944176,1.172834553,6.714703383,-0.262545455,0.003417592,0.077880962
149170,Mirae Asset S&P 500 Top 50 ETF Fund of Fund Direct Growth,0.46042753,1.895130333,6.592884252,-0.390771343,0.003445906,0.100901444
149288,HDFC NIFTY Next 50 Index Fund - Direct Plan - Growth Option,0.260715724,1.296243785,6.582967806,-0.310271832,0.003535914,0.083406903
149039,Motilal Oswal S&P 500 Index Fund - Regular Plan Growth,0.108446142,0.782108711,6.556687556,-0.176518207,0.003135593,0.05727053
149281,ICICI Prudential Nifty Smallcap 250 Index Fund - Growth,0.29797475,1.353772516,6.524591486,-0.335775398,0.003569711,0.090466299
149171,Mirae Asset S&P 500 Top 50 ETF Fund of Fund Regular Growth,0.47083036,1.889312969,6.400197021,-0.388541046,0.003441031,0.100473985
148923,quant Quantamental Fund - Growth Option - Regular Plan,0.32140526,1.51605831,6.280136993,-0.278783557,0.003135285,0.083869861
149287,HDFC NIFTY Next 50 Index Fund - Growth Option,0.274131378,1.291740911,6.198585095,-0.30897294,0.003530258,0.082865858
149264,NJ Balanced Advantage Fund - Direct Plan - Growth Option,0.116540055,0.913768346,6.162401894,-0.179571664,0.003393871,0.049509536
149158,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Direct Plan - Growth,0.236005559,1.250253867,6.147597703,-0.25301763,0.003404963,0.073101989
152183,DSP Gold ETF Fund of Fund - Direct - Growth,0.270376051,1.459310929,6.144220296,-0.1951906,0.009945176,0.071711184
151973,LIC MF Gold ETF Fund of Fund-Regular Plan-Growth,0.182691342,1.018236009,6.136943009,-0.198198502,0.007636925,0.069361956
149040,Navi Nifty 50 Index Fund-Direct Plan-Growth,0.114900128,0.779207171,6.124833612,-0.175203947,0.003133834,0.056893362
149141,Baroda BNP Paribas Business Cycle Fund - Direct Plan - Growth,0.206854534,1.1201508,5.924714842,-0.229882513,0.003381376,0.068921661
152182,DSP Gold ETF Fund of Fund - Regular - Growth,0.28311702,1.450959337,5.768839214,-0.192694282,0.009943884,0.070908599
150532,Tata Housing Opportunities Fund - Direct Plan - Growth,0.191642124,0.844625017,5.731695163,-0.277845238,0.004843945,0.081923755
149157,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Growth,0.252233642,1.243927271,5.670886941,-0.250406346,0.003398978,0.072436714
101808,JM Dynamic Bond Fund - Premium Plan - Growth Option,-0.004452281,-15.35583481,5.643807108,-2.40E-05,0.038461603,0.000103082
148982,BANK OF INDIA Bluechip Fund Regular Plan Growth,0.236477596,1.230946743,5.503403046,-0.236743839,0.003100389,0.066601159
149447,Navi Nifty Midcap 150 Index Fund Regular Plan- Growth,0.338847459,1.332884263,5.40156884,-0.309539125,0.003822601,0.086503054
133831,Kotak US Equity Fund - Direct Plan - Growth option,0.046758255,2.667058668,5.373475593,-0.026391627,0.020007471,0.005934454
149448,Navi Nifty Next 50 Index Fund- Direct Plan- Growth,0.335544476,1.31609423,5.332349876,-0.307160447,0.00381537,0.08564095
148947,Tata Dividend Yield Fund-Direct Plan-Growth,0.243683093,1.170709989,5.308806972,-0.25918187,0.003066676,0.069610177
133833,Kotak US Equity Fund - Standard Plan - Growth option,0.047527129,2.591266283,5.135848897,-0.026520565,0.020007193,0.005933917
148760,SBI International Access - US Equity FoF - Direct Plan - Growth,0.351801997,1.609471733,5.085851391,-0.23541235,0.003045578,0.070029067
149599,Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)-Growth,0.14053279,0.863676568,5.006877464,-0.186746525,0.003565952,0.051320777
150537,Tata Housing Opportunities Fund - Regular Plan - Growth,0.196685283,0.773565384,4.883175082,-0.266458051,0.004825894,0.078212625
149466,Axis Nifty Next 50 Index Fund - Direct Plan - Growth,0.39225199,1.384094324,4.853873073,-0.310247507,0.003836713,0.0866538
148921,Aditya Birla Sun Life Multi-Cap Fund-Direct Growth,0.406116833,1.688140018,4.826262856,-0.241616904,0.003020527,0.073139709
148762,SBI International Access - US Equity FoF - Regular Plan - Growth,0.362809388,1.587466781,4.809539607,-0.230512825,0.003038985,0.069243196
149467,Axis Nifty Next 50 Index Fund - Regular Plan - Growth,0.388100299,1.360032337,4.767345648,-0.307381318,0.003828497,0.085698084
148621,Mirae Asset Banking and Financial Services Fund Regular Growth,0.208768452,0.937638263,4.740303603,-0.232300554,0.002678509,0.066486801
149140,Baroda BNP Paribas Business Cycle Fund - Regular Plan - Growth,0.251121027,1.092882455,4.599524875,-0.222883483,0.003364776,0.06657671
149837,Aditya Birla Sun Life Nifty Next 50 Index Fund-Regular Growth,0.417256088,1.336493161,4.445249219,-0.307778489,0.003941755,0.087424224
149838,Aditya Birla Sun Life Nifty Next 50 Index Fund-Direct Growth,0.43451534,1.361042897,4.409661468,-0.311824576,0.003951452,0.088682572
149266,NJ Balanced Advantage Fund - Regular Plan - Growth Option,0.153658636,0.891468129,4.342121804,-0.17104149,0.003382481,0.047146872
148918,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,0.432047406,1.66049129,4.305043254,-0.235009671,0.003003754,0.07056219
148948,Tata Dividend Yield Fund-Regular Plan-Growth,0.27958898,1.135277406,4.260742085,-0.25064184,0.003043398,0.066100239
149059,Kotak Global Innovation Fund of Fund- Direct Plan -Growth,0.67861189,1.882386067,4.223205399,-0.375017172,0.003349139,0.09590797
143274,UTI Fixed Term Income Fund Series XXIX-II (1118 days) - Regular Plan - Growth Option,0.00321786,1.070969023,4.205278471,-0.010226055,0.002684617,0.000795948
149841,Kotak Manufacture in India Fund - Direct Plan Growth,0.471816821,1.485346656,4.100078789,-0.275608102,0.003934063,0.082042244
149056,Kotak Global Innovation Fund of Fund - Regular Plan-Growth,0.705864277,1.8711529,4.061849683,-0.380434355,0.003345062,0.096524043
149483,SBI Nifty50 Equal Weight Index Fund - Regular Plan - Growth,0.301803279,1.084481315,4.044196501,-0.247095587,0.003653881,0.07089798
149840,Kotak Manufacture in India Fund - Regular Plan Growth,0.443753656,1.415398535,3.982030552,-0.267546521,0.003911745,0.078644349
149570,Sundaram ELSS Tax Saver Fund Direct Plan Growth,0.254785446,1.00100643,3.929466218,-0.205651567,0.003600871,0.063004423
148807,Aditya Birla Sun Life Nifty Midcap 150 Index Fund-Direct Growth,0.628322544,1.782887255,3.928148495,-0.30152455,0.003029001,0.087206004
148398,IL&FS Infrastructure Debt Fund Series 2A - Growth - Direct,0.955804121,6.349672878,3.877779131,-0.086652014,0.063118402,0.036770569
149481,Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund) - Direct Plan - Growth Option,0.313614921,1.074443671,3.808389312,-0.24443545,0.00364812,0.070025164
148805,Aditya Birla Sun Life Nifty Midcap 150 Index Fund-Regular Growth,0.639004862,1.768498995,3.781268529,-0.298787368,0.003018446,0.086066986
149389,ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan - Growth,0.440290123,1.196052686,3.688507645,-0.300829565,0.003732938,0.085534053
142198,Nippon India Fixed Horizon Fund XXXV- Series 15- Growth Option,0.002076576,0.364104464,3.592908948,-0.019142802,0.002330049,0.001290826
149569,Sundaram ELSS Tax Saver Fund Regular Growth,0.270994779,0.989288283,3.585999413,-0.202389519,0.003595239,0.061879672
148745,Kotak Nifty Next 50 Index Fund - Direct Plan - Growth Option,0.627304523,1.649495243,3.550876061,-0.311630799,0.002971573,0.085067289
149107,HDFC NIFTY50 Equal weight Index Fund - Direct Plan - Growth Option,0.229150573,0.800313132,3.534559168,-0.232371033,0.00327697,0.06375232
120458,JM Ultra Short Duration Fund - (Direct) - Growth Option,0.007968866,0.649230307,3.523661936,-0.00447262,0.005079929,0.002724531
142195,Nippon India Fixed Horizon Fund XXXV- Series 16- Direct Plan-Growth Option,0.002059591,0.35372225,3.519489573,-0.019144254,0.002330029,0.001290916
149343,Edelweiss NIFTY Large Midcap 250 Index Fund - Direct Plan Growth,0.346515629,1.079786938,3.516422806,-0.24538418,0.003577736,0.071086245
149331,ICICI Prudential BSE 500 ETF FOF - Direct Plan - Growth,0.273940083,0.9551609,3.514563307,-0.216414414,0.003526824,0.063496553
148743,Kotak Nifty Next 50 Index Fund - Regular Plan - Growth Option,0.632249897,1.637493602,3.460415282,-0.308976322,0.002964104,0.084166081
149390,ICICI Prudential Nifty Midcap 150 Index Fund - Growth,0.461546888,1.182262269,3.423869356,-0.297137045,0.003722106,0.084201322
148750,Motilal Oswal Asset Allocation FOF- C- Direct Growth,0.223178356,1.229681836,3.393395806,-0.130633447,0.002833498,0.038796591
148815,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Direct Growth,0.985125972,1.938743362,3.330517652,-0.37639186,0.003025751,0.106606311
150714,UTI Gold ETF Fund of Fund - Direct Plan - Growth Option,0.407386931,1.312320744,3.313644708,-0.20452035,0.004936132,0.064799666
148822,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - Direct Plan - Growth,0.383747687,1.261358778,3.295438193,-0.211209562,0.002950206,0.063156788
149871,HDFC Nifty 100 Equal Weight Index Fund - Growth Option,0.410034702,1.151171338,3.271927944,-0.246314287,0.003882281,0.073414882
149180,HDFC Developed World Indexes Fund of Funds - Direct Plan - Growth Option,0.356669718,1.182099162,3.271174664,-0.207651377,0.003321075,0.062175
149334,ICICI Prudential BSE 500 ETF FOF - Growth,0.288759016,0.945290564,3.252598487,-0.213897457,0.003521766,0.062589346
149870,HDFC Nifty 100 Equal Weight Index Fund - Direct Plan - Growth Option,0.423747566,1.168783358,3.251773497,-0.249518179,0.003887994,0.074266544
148811,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular Growth,0.996968216,1.921524508,3.249932769,-0.374172699,0.00301637,0.106220781
149341,Edelweiss NIFTY Large Midcap 250 Index Fund - Regular Plan Growth,0.36389539,1.065506265,3.244384493,-0.241494646,0.00356946,0.069799545
150715,UTI Gold ETF Fund of Fund - Regular Plan - Growth Opton,0.407183514,1.300255023,3.236236688,-0.201576725,0.004933311,0.06384129
149106,HDFC NIFTY50 Equal weight Index Fund - Growth Option,0.244578137,0.793401321,3.235510608,-0.229250553,0.003271097,0.062830031
148699,#N/A,0.499553949,1.03975098,3.230404451,-0.380310881,0.002995945,0.097770917
148614,Invesco India - Invesco Global Consumer Trends Fund of Fund - Direct Plan - Growth,0.91883709,1.559572775,3.217918944,-0.507490817,0.00289011,0.119428424
144626,Nippon India Fixed Horizon Fund XXXVIII- Series 12- Growth Option,0.004631081,1.060739592,3.183783115,-0.014912927,0.002212,0.000875622
148749,Motilal Oswal Asset Allocation FOF- C- Regular Growth,0.228891605,1.215780418,3.17618978,-0.127731935,0.002829917,0.037668723
143029,Kotak FMP Series 221-Regular Plan-Growth Option,0.004503091,1.088492415,3.170390975,-0.010947844,0.002820279,0.000826224
148821,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - Growth,0.392676369,1.256430044,3.166622809,-0.208421684,0.002945547,0.062343692
143278,UTI Fixed Term Income Fund Series XXIX-III (1131 days) - Direct Plan - Growth Option,0.003262563,0.805563543,3.114255095,-0.010363852,0.002684341,0.000794535
149181,HDFC Developed World Indexes Fund of Funds - Growth Option,0.373596025,1.175193537,3.085271412,-0.20470717,0.003317635,0.061785413
148613,Invesco India - Invesco Global Consumer Trends Fund of Fund - Growth,0.972860356,1.554387909,3.072781269,-0.516642077,0.002900272,0.121149736
